track_id,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,favorite
0V5UDz8WFKsWg2IdrNrwhs,235668,17,0.682,0.00305,0.9570000000000001,0.67,0.209,-4.341,0.069,135.92,4,1
5X59Gh7j0so6cDqrFdvDDS,281240,44,0.7120000000000001,0.0010199999999999999,0.877,0.856,0.0824,-5.997000000000001,0.0533,130.004,4,1
61HXix5FqC7fuqty8sQJ0r,262833,43,0.948,0.0518,0.857,0.0,0.0907,-8.495,0.188,136.961,4,1
01ukVTKa6DhejzNulpoG2t,164613,64,0.852,0.0988,0.5489999999999999,1.35e-06,0.122,-7.31,0.317,162.02700000000002,4,1
4fiM3jEe2TbgOmiCVv2Tjb,560850,20,0.6759999999999999,0.0024100000000000002,0.713,0.898,0.0956,-7.218,0.0503,123.0,4,1
63bGuRZqCvIh4TXSBbMgio,257647,35,0.8320000000000001,0.11599999999999999,0.9570000000000001,0.5379999999999999,0.17800000000000002,-4.5,0.0498,136.001,4,1
25vP1c6ZkWsR4ejonbGFDF,179534,65,0.693,0.12,0.9470000000000001,0.0,0.0438,-3.127,0.379,163.793,4,1
770MpU2BpsfYZy77xOkrJv,333778,36,0.7490000000000001,0.000412,0.9590000000000001,0.8809999999999999,0.0445,-6.678999999999999,0.0485,127.994,4,1
6Bb6mfHpivZFy6RoE8vXbq,354209,31,0.597,0.0101,0.986,0.7509999999999999,0.10800000000000001,-9.555,0.0398,131.998,4,1
3RFKqSwoBcvI8PO6YwhHN4,392000,39,0.813,0.000736,0.547,0.853,0.10300000000000001,-9.128,0.134,123.988,4,1
2uiYwxxnzKwfBGtVkLADQn,295184,32,0.67,5.7100000000000006e-05,0.726,0.361,0.139,-8.689,0.0363,124.014,4,1
27f8N6SCznJzOXgQTbszHU,311658,34,0.659,0.000653,0.708,0.27,0.196,-9.497,0.0692,116.51799999999999,4,1
17nMmld6y8fev0cbKR63SX,222413,7,0.68,0.077,0.561,0.76,0.111,-11.244000000000002,0.0356,139.953,4,1
3gWHdpyDvkmSjpiDWlKljI,76245,30,0.23,0.9520000000000001,0.17600000000000002,0.41200000000000003,0.134,-13.629000000000001,0.0313,68.298,4,1
3cqWSJzuxZCsglpaxWtosT,201973,79,0.632,0.21600000000000003,0.875,5.55e-06,0.385,-3.237,0.0367,133.006,4,1
7dLNmyPwN5WAvZLnOu8OvH,160705,49,0.8959999999999999,0.249,0.5539999999999999,0.266,0.493,-8.941,0.0918,112.096,4,1
4huBDGP4I3S0pYI0EaRN1c,256000,87,0.474,0.102,0.8009999999999999,0.0,0.322,-5.978,0.375,147.356,4,1
2MRo59IW5O13nu0BIBqhW0,337893,36,0.628,0.0336,0.889,0.46399999999999997,0.0822,-6.675,0.0604,138.005,4,1
329bGHOHCK2HFuTkrVvJKQ,229217,55,0.574,0.0236,0.608,0.0123,0.11,-7.819,0.0284,126.016,4,1
3BBFjy5w9S66h3ys6cQtvI,219529,65,0.6459999999999999,0.0215,0.654,0.0242,0.152,-7.829,0.0543,169.96200000000002,4,1
3b8b4TaeU6eRbWPhMKWold,304307,31,0.614,0.008740000000000001,0.7170000000000001,0.0229,0.134,-9.309,0.0372,130.001,4,1
0kYVa0sibKxmj3SDaZzhmC,323592,34,0.861,0.000691,0.888,0.925,0.0672,-8.502,0.0905,127.994,4,1
223t7TwvWm5PuE1IuWpRZM,242222,53,0.679,0.0148,0.95,0.00205,0.43,-2.247,0.0373,107.994,4,1
6K4ezrYZFxrb8hycr7Xr1r,574408,20,0.775,0.00235,0.626,0.883,0.135,-15.463,0.0466,126.005,4,1
0KMGxYKeUzK9wc5DZCt3HT,235373,77,0.434,0.0197,0.563,0.000824,0.128,-6.784,0.0268,104.18299999999999,4,1
2hWlMQ3EENf0v5Ozmckxfz,242440,12,0.6659999999999999,0.43,0.8340000000000001,0.884,0.092,-8.589,0.0372,124.98200000000001,4,1
2SBt41LTnZcKlcnknUgcvF,131704,56,0.846,0.10300000000000001,0.5329999999999999,0.02,0.0827,-9.246,0.191,155.972,4,1
3jVU4LpHVHClU0YDJ8VBqz,332733,58,0.6759999999999999,0.604,0.606,0.826,0.0804,-12.167,0.0349,121.01299999999999,3,1
37lk3qgO3DYCoSpeJpp3KR,273486,47,0.726,0.0448,0.9279999999999999,0.8740000000000001,0.0755,-8.511000000000001,0.0478,127.031,4,1
7zLMYtNJcabv4h4wBnjNQI,312257,70,0.657,0.0213,0.604,0.0,0.156,-6.045,0.0374,73.933,4,1
265koknSPQ5dfZFeRe4Q8Y,293859,39,0.8290000000000001,0.0136,0.9279999999999999,0.0201,0.317,-8.641,0.0833,123.999,4,1
0irYdYc2yEiQeBHl2eqUoi,240744,34,0.684,0.00156,0.9309999999999999,0.9329999999999999,0.0657,-8.594,0.0388,120.99700000000001,4,1
6tbVS79XlDQNSctKIYEhkP,386071,30,0.7759999999999999,0.0107,0.828,0.9159999999999999,0.0468,-6.934,0.0451,122.014,4,1
