track_id,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,favorite
0SPjVg1kLpZfLwF5Li3MtX,280470,28,0.772,0.0295,0.807,0.887,0.0772,-5.582999999999999,0.0571,132.003,4,1
3na9gi1XV2KHckiCsYoRSS,294803,29,0.8009999999999999,0.0917,0.9079999999999999,0.885,0.0906,-10.182,0.0451,126.986,4,1
6drh4nWXGyL87EsuStoQ0B,285655,22,0.615,0.000691,0.945,0.764,0.28800000000000003,-6.226,0.0732,125.99600000000001,4,1
5vUMdmEaauy6qSc1ovtZ30,588750,37,0.6629999999999999,0.0804,0.665,0.5429999999999999,0.157,-10.737,0.0353,128.004,4,1
4FfASFMOod0fM0OdYF21YD,242304,21,0.6409999999999999,0.0288,0.86,0.9059999999999999,0.0969,-7.726,0.0558,127.992,4,1
1O878OZZl026rRAUVb3nUR,377767,27,0.731,0.008620000000000001,0.8140000000000001,0.747,0.051,-11.087,0.0361,121.985,4,1
5mKjVYkvKLka1V35tv5Ogf,188438,55,0.7659999999999999,0.0015199999999999999,0.797,0.69,0.12,-6.836,0.0357,128.01,4,1
139cA7iNHWDjQGK1e9VPuE,343867,18,0.7909999999999999,0.00698,0.5589999999999999,0.0187,0.0794,-9.097999999999999,0.136,140.024,4,1
43GxjTyWkpyZFGfh6d1MPj,467975,29,0.616,0.0219,0.779,0.69,0.312,-7.3629999999999995,0.0533,126.676,4,1
3MOhipHFUkGpS0rV7cKrJO,242773,67,0.757,0.0668,0.637,0.485,0.191,-9.451,0.0432,121.009,4,1
1XvNkXo2iNQgNNxxqX7pIe,274212,47,0.7490000000000001,0.0764,0.889,0.7190000000000001,0.392,-7.526,0.0442,127.021,4,1
787M1Wpwy413eRhgo6uM8O,220645,38,0.568,0.000666,0.927,0.6579999999999999,0.16399999999999998,-6.8839999999999995,0.0325,124.02,4,1
5fR1gKyVaQOFsUe9XWz6Pg,212314,44,0.722,0.0014,0.753,0.8490000000000001,0.10099999999999999,-6.905,0.0347,127.01799999999999,4,1
5BmgjLP1lYHEndkzJyaA7d,265440,58,0.784,0.0289,0.847,0.932,0.0602,-7.7989999999999995,0.0567,125.01100000000001,4,1
70BVqXGk3ipo7TOiyrnzud,210000,40,0.7240000000000001,8.85e-05,0.616,0.861,0.10800000000000001,-5.0280000000000005,0.0493,128.02,4,1
7LznzeOS7dh8E6HcW4YSpE,118375,42,0.35200000000000004,0.614,0.281,0.932,0.111,-13.878,0.0436,121.76899999999999,4,1
4uS7ipqw4uwv08NAN63NaE,83227,42,0.8,0.0536,0.7140000000000001,0.8690000000000001,0.0809,-8.447000000000001,0.027999999999999997,88.14,4,1
3HJr6Bql5OLIqMfg2qm990,284461,51,0.758,0.0034200000000000003,0.735,0.848,0.121,-6.45,0.0542,130.002,4,1
0FYc9DIr89rbzt2WJMvyou,138293,73,0.912,0.315,0.655,3.39e-05,0.0894,-6.029,0.162,91.94200000000001,4,1
5bjTLWk5cBOACEVPl3oqkU,178431,70,0.8240000000000001,0.0008900000000000001,0.782,2.64e-05,0.0949,-5.303999999999999,0.0516,95.012,4,1
57fgc1wsUpAj0BfTHncOaT,236101,42,0.797,0.0188,0.782,0.344,0.139,-6.468999999999999,0.0308,124.0,4,1
6QOCwCXTbVx1ngYlvlUhZ9,374093,33,0.777,0.0214,0.721,0.282,0.281,-9.276,0.109,126.038,4,1
2m8VypNWQ5Zj4HajgZntUZ,248053,31,0.8290000000000001,0.00135,0.5589999999999999,0.902,0.11800000000000001,-10.209,0.0616,120.021,4,1
6IPNp9PfaEqrzotY47TIWy,225600,84,0.8,0.00406,0.8370000000000001,0.00313,0.0904,-2.807,0.0491,100.015,4,1
3urwWcJ0qooKo5UiqfeIae,413717,48,0.6920000000000001,0.0318,0.597,0.8759999999999999,0.0698,-12.217,0.049,125.01700000000001,4,1
6QanbknK7HJMOaUqlNCxhz,155505,48,0.452,0.845,0.231,0.27399999999999997,0.0881,-16.855999999999998,0.0392,120.27799999999999,3,1
027zlmdbFiDhn4eZugScJ8,370102,45,0.358,0.12,0.309,0.915,0.49200000000000005,-15.89,0.0406,160.39700000000002,4,1
