track_id,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,favorite
7rRYiBxeudiHMNmgptnne9,226147,63,0.6,0.7909999999999999,0.314,0.419,0.0681,-9.109,0.0351,126.948,4,0
31cQKKJdOATIbgUZ3mqbgr,273600,43,0.637,0.00043,0.757,0.87,0.0935,-8.936,0.0303,130.02700000000002,4,0
3QVOw80vrsAV8UpNMUKI3G,220333,53,0.629,0.172,0.515,0.133,0.14400000000000002,-10.128,0.0785,191.706,4,0
4JVF59QcAnw65v74ZK4DW2,303940,52,0.682,0.209,0.516,0.5529999999999999,0.0602,-10.945,0.0436,135.037,4,0
4t77cSxZdEtp6omykJw51C,267084,37,0.79,0.000528,0.684,0.9420000000000001,0.0568,-11.334000000000001,0.0436,131.995,4,0
3urwWcJ0qooKo5UiqfeIae,413717,48,0.6920000000000001,0.0318,0.597,0.8759999999999999,0.0698,-12.217,0.049,125.01700000000001,4,0
27sBcXtgTBSJRdUxei1a7J,188501,62,0.7659999999999999,0.402,0.539,0.0,0.10400000000000001,-4.927,0.0479,120.175,4,0
57fgc1wsUpAj0BfTHncOaT,236101,42,0.797,0.0188,0.782,0.344,0.139,-6.468999999999999,0.0308,124.0,4,0
1appKZZwq0t8cBeovLBPKi,360988,44,0.536,0.0416,0.648,0.6920000000000001,0.11,-9.991,0.0447,129.406,4,0
6y6VuKUvAqVzONMPL4hXmU,252000,50,0.76,0.0176,0.65,0.8370000000000001,0.0774,-6.941,0.0445,119.96700000000001,4,0
2JvWoj5bTklsb6fPzRfZ3x,200688,65,0.735,0.111,0.74,0.0,0.032,-4.928999999999999,0.0552,107.061,4,0
3eQ2o9qHlzsMPdgIzeT63f,266174,39,0.569,0.00259,0.7609999999999999,0.767,0.151,-7.263,0.0439,128.99200000000002,4,0
188rKyWMsC4WsKKZ85lnUO,268733,61,0.6609999999999999,0.878,0.336,2.51e-05,0.0798,-12.942,0.203,154.944,4,0
3QRji4m3jZKoJHHDfYEvFf,190182,33,0.607,0.00225,0.8109999999999999,0.728,0.113,-6.81,0.0288,123.99700000000001,4,0
21yFr0OLxjieHKyrxg1Rvs,211600,34,0.665,0.049,0.575,0.00117,0.253,-9.174,0.0303,130.003,4,0
1E9oCoLMhffbcovDHF9bH5,185787,47,0.568,0.213,0.654,0.076,0.11900000000000001,-7.604,0.161,104.89399999999999,4,0
0PcUXSKhrPgQSdnjStCMrs,268791,26,0.752,0.000504,0.897,0.882,0.08,-8.113,0.0427,124.00200000000001,4,0
3x2DTlRCnyMw1KvQRB7h8W,274806,16,0.624,0.0005110000000000001,0.7909999999999999,0.462,0.10800000000000001,-8.995,0.0341,135.035,4,0
6QOCwCXTbVx1ngYlvlUhZ9,374093,33,0.777,0.0214,0.721,0.282,0.281,-9.276,0.109,126.038,4,0
46E2xeKBLrxS8hJ37Gq35G,217266,67,0.648,0.0561,0.775,0.0,0.444,-4.798,0.0694,128.072,4,0
7yrjPMQ4uRjV7cRYQczK2J,199413,42,0.39,0.0106,0.9059999999999999,0.214,0.35,-5.426,0.147,119.92,4,0
7zTBtHMIKYn9RA3bx9Sq9q,199227,49,0.37799999999999995,0.7090000000000001,0.441,0.00288,0.0887,-9.142000000000001,0.0355,105.905,4,0
6RZZu3iT5jUJHVIu8G8BlZ,164387,44,0.758,0.0228,0.855,1.39e-05,0.40399999999999997,-3.6519999999999997,0.0402,112.455,4,0
23I2duciX9JdJANkYyrGm6,173143,42,0.609,0.514,0.614,0.0009130000000000001,0.11699999999999999,-9.111,0.0338,135.996,4,0
6PZpNMstpIiRenGK5UyG5D,136614,78,0.764,0.07200000000000001,0.672,3.32e-06,0.0806,-5.947,0.0293,129.049,4,0
437fXstezDfy2iYn1rqB9b,287621,35,0.598,0.0147,0.813,0.00143,0.114,-6.0489999999999995,0.0319,127.973,4,0
0uTioYy8YZO8Lv5XS65Xgp,354640,46,0.7290000000000001,0.007240000000000001,0.898,0.885,0.0702,-6.982,0.0979,132.999,4,0
7oNOKWpTqTnTJeyLwkwWqN,301933,56,0.7340000000000001,0.42100000000000004,0.585,0.44299999999999995,0.0919,-13.899000000000001,0.0535,124.001,4,0
469tf6NgOf4nscrty0G9Us,222253,47,0.7290000000000001,0.0452,0.7759999999999999,0.634,0.0856,-6.321000000000001,0.0474,131.984,4,0
0h6ENY9kDXxfbbfnX3onPR,193893,56,0.794,0.0398,0.5429999999999999,0.7829999999999999,0.0858,-9.63,0.0519,124.009,4,0
5GSsuBHJ5sWF8HtmRtRQ7j,319212,32,0.628,0.055,0.848,0.853,0.0609,-8.849,0.0496,121.98100000000001,4,0
1IhY2i0jpvR5hGY9jdFvxv,343506,53,0.82,0.106,0.601,0.221,0.0399,-8.332,0.0492,129.97299999999998,4,0
0WCB977PfbtbJa85dbSzVP,199813,48,0.622,0.0353,0.662,0.034,0.109,-5.524,0.0257,86.969,4,0
3E7ZwUMJFqpsDOJzEkBrQ7,230640,75,0.7659999999999999,0.0263,0.563,0.6829999999999999,0.115,-7.516,0.0339,126.007,4,0
6fzwardfFs6sVfNA5R1ypt,280973,46,0.6509999999999999,0.0454,0.77,0.8690000000000001,0.439,-10.258,0.057999999999999996,159.822,4,0
636kRUoh1D1ZJifHip4RtS,179062,64,0.732,3.9e-05,0.96,0.826,0.33299999999999996,-7.606,0.0485,129.984,4,0
7qrXPKKpEoWEjehANH01Re,370320,43,0.799,0.0382,0.802,0.919,0.0702,-12.822000000000001,0.0407,127.991,4,0
5sxh28l6HfDFvcV9rWsbot,256156,60,0.581,0.9590000000000001,0.19,0.258,0.115,-12.557,0.0366,150.966,4,0
2gWFyWzAUvGwlt0V7B9WPs,261263,47,0.638,0.0463,0.797,0.8640000000000001,0.643,-9.164,0.052000000000000005,125.015,4,0
4TZxfl5rDnPaIXCIqoWN6D,171987,25,0.541,0.342,0.439,3.76e-05,0.126,-9.065,0.0303,74.097,4,0
1Ov37jtRQ2YNAe8HzfczkL,220433,86,0.583,0.0374,0.67,0.0001,0.126,-7.289,0.0646,140.061,4,0
4wjv4jtSAXy5atgz4zgoB5,341000,9,0.7979999999999999,4.61e-05,0.935,0.938,0.0703,-5.9479999999999995,0.0539,126.00399999999999,4,0
0yiDgx6WOtlJCVPQ5Q7Ob3,207427,54,0.6709999999999999,0.0553,0.897,0.272,0.14800000000000002,-5.232,0.0298,123.985,4,0
3u57JBo2de0V7NxXSmkm8x,194587,63,0.529,0.317,0.544,0.0012900000000000001,0.0442,-8.187999999999999,0.0312,94.978,4,0
2bJI1RpSdjVhTdtcwdP7IN,348953,59,0.7959999999999999,4.6299999999999994e-05,0.735,0.91,0.0944,-8.001,0.0735,128.999,4,0
6VmB9XR7YhoKCAoAkQK3ZU,163880,15,0.81,0.0169,0.8420000000000001,0.93,0.107,-4.4910000000000005,0.0516,131.019,4,0
6ku5XgDT9HCf9s8Hw0nC66,189320,44,0.38799999999999996,0.00162,0.687,0.5,0.16699999999999998,-9.027000000000001,0.0635,123.93,4,0
2qKy3KO5JVCEKO0QQdarzE,341241,23,0.7909999999999999,0.0023899999999999998,0.903,0.9109999999999999,0.0923,-10.793,0.0515,121.00399999999999,4,0
2eiXRfxpCBSr4zz2qArd1z,248227,44,0.657,0.057999999999999996,0.84,0.153,0.0388,-7.437,0.0412,133.011,4,0
3LEvqWwkTAZD29xXRNjWSk,171000,48,0.37,0.315,0.408,0.00328,0.141,-9.24,0.0277,91.572,4,0
5Bk8fSfMFZkxVLIKJurAWm,209640,43,0.608,0.0164,0.907,0.924,0.136,-8.725,0.0933,130.95,4,0
5UkmohtTm9p6KDMiJPL6Wx,297773,42,0.318,0.203,0.742,0.9229999999999999,0.368,-10.226,0.0519,88.13600000000001,3,0
5N6x5VY1I0ER9JRtD9PEcy,269818,52,0.743,0.653,0.6970000000000001,0.9159999999999999,0.11,-12.764000000000001,0.0651,132.05100000000002,4,0
3ieIlUTXT44fXme5HmxwSP,209297,44,0.544,0.00107,0.792,0.747,0.0848,-6.587000000000001,0.0348,148.012,4,0
7qG1zVGlcYD4yzYgTeQTfs,311560,45,0.52,0.0348,0.732,0.000328,0.126,-7.1160000000000005,0.0336,114.98700000000001,4,0
39vC0mokdXbWbdzzUymp3x,270003,34,0.527,0.0424,0.963,0.922,0.0659,-6.16,0.127,126.99799999999999,4,0
5IGU1JWZSHU6ivB7pYxONX,188507,47,0.653,0.0033399999999999997,0.46299999999999997,0.16699999999999998,0.113,-10.89,0.0287,120.022,4,0
41H2fON7xrNirxSmbEgPVR,201885,42,0.845,0.006490000000000001,0.855,3.78e-05,0.397,-5.655,0.0553,119.97399999999999,4,0
3o5P6TF0Gop8MiuuuTtttl,340114,55,0.6709999999999999,0.00121,0.912,0.8009999999999999,0.08900000000000001,-6.531000000000001,0.0391,124.994,4,0
6MIMD9HE28tRh5eK23z3tB,193274,28,0.679,0.905,0.419,0.0701,0.0686,-13.794,0.0422,119.98,4,0
7akS8ipHEFH2CzOMDmk7Rv,278427,47,0.435,0.062,0.65,0.000731,0.193,-6.191,0.0518,142.899,4,0
3u3hb7ujL00n4oVXqqbjPp,401880,28,0.7240000000000001,0.12,0.867,0.861,0.0849,-8.562999999999999,0.0466,125.006,4,0
5oSPxL7HL9TmZdEC11mYd4,248227,42,0.657,0.057999999999999996,0.84,0.153,0.0388,-7.437,0.0412,133.011,4,0
3APsDh4lerQIyAVYDTJ0fo,193373,37,0.6759999999999999,0.00678,0.718,0.247,0.106,-7.614,0.0398,128.018,4,0
2tQsKH9WgQSGbuV7GQXeP9,135517,44,0.632,0.311,0.684,0.0,0.161,-6.172000000000001,0.23600000000000002,72.61,4,0
6cc0aU3UwzVxpJ4hzqGedK,256665,47,0.8370000000000001,0.00643,0.40399999999999997,0.00396,0.0654,-11.470999999999998,0.0334,107.022,4,0
6lgFeSqk9JQgNp3CrSwbjE,212427,38,0.502,0.902,0.266,0.00305,0.10300000000000001,-13.538,0.0294,142.815,4,0
5aqsZYOE5bP1cY4sSaw0Jq,246183,39,0.825,0.0617,0.569,0.7759999999999999,0.094,-8.334,0.0483,123.01299999999999,4,0
2YCqJlMoBo5wrVUHtLCLfV,369467,47,0.743,0.00228,0.941,0.703,0.335,-10.058,0.0562,126.315,4,0
1I042sygvOn2C5SybTCuJ1,225863,49,0.7090000000000001,0.43200000000000005,0.45899999999999996,6.29e-06,0.23,-11.193,0.0654,95.014,4,0
4M6XHrTc4RtdgKN9gzEAM6,206373,70,0.631,0.0776,0.67,0.11199999999999999,0.086,-6.175,0.052000000000000005,108.973,4,0
4Ts2YzOvLRhYkaxxuJ2aGy,344080,30,0.76,0.0294,0.767,0.695,0.41200000000000003,-8.182,0.0495,120.006,4,0
53tKpMeDRvMq4xKvQzc6Ih,199639,59,0.644,0.9,0.435,0.0112,0.094,-9.859,0.0506,143.993,4,0
4jNa66Mi5PgcXrEaCiPNMu,79093,51,0.831,0.575,0.526,0.10099999999999999,0.125,-13.792,0.0812,121.06200000000001,4,0
4WXR1ijmLE4TVMgfUkdpuC,207627,31,0.669,0.134,0.691,0.0134,0.111,-9.347999999999999,0.0352,150.024,4,0
5s5l1JiF19zsrQeV5Q3L0O,342293,35,0.76,0.111,0.68,0.903,0.0855,-7.266,0.17300000000000001,126.02799999999999,4,0
2tsXS5y6Hr2nOjgiuPgp3Y,310259,25,0.6859999999999999,0.0025800000000000003,0.593,0.8640000000000001,0.10300000000000001,-14.424000000000001,0.0373,122.99,4,0
4QNMkhd49G4xJVQCrbrhst,338182,52,0.7040000000000001,0.313,0.613,0.16,0.0952,-12.355,0.0713,132.036,4,0
2HwlTzxOFQEj4niU253ZSC,209519,20,0.563,0.000376,0.9840000000000001,0.872,0.039,-3.9530000000000003,0.0432,126.001,4,0
0jdbVCxHze7xkrdyac3Ksn,221241,67,0.611,0.436,0.597,0.0,0.105,-8.052,0.0463,92.021,4,0
0ZJLssJk51m0r4j9OvXcju,191881,66,0.44799999999999995,0.804,0.406,1.13e-06,0.28,-11.214,0.0948,185.377,4,0
1F4QwL9Rj3retjba8AmkfA,238033,65,0.478,0.9309999999999999,0.284,0.0103,0.175,-12.11,0.0312,124.874,4,0
7xgTVcQqY25wPns8HYxPXc,218659,66,0.652,0.6,0.517,1.12e-05,0.11900000000000001,-9.892999999999999,0.0422,87.963,4,0
34kfMYJHLe5w352VsZ5hJ0,255890,63,0.544,0.95,0.114,9.4e-06,0.16899999999999998,-16.061,0.0337,78.024,4,0
7hyKvmmy6IUPvRP149vZyy,123147,63,0.643,0.946,0.28600000000000003,8.2e-06,0.11699999999999999,-16.157,0.314,158.632,4,0
6Hgk1HQsWfx6VmivH45Csc,167044,63,0.325,0.973,0.0471,2.22e-05,0.207,-20.674,0.0493,173.00400000000002,3,0
2ruVkS2EM4wgpILg5vd7mX,93415,61,0.309,0.924,0.12,3.43e-06,0.23199999999999998,-16.892,0.0301,168.71200000000002,4,0
5KvL5alARBxEIUKnjjlSsK,399584,63,0.38799999999999996,0.855,0.34,0.000524,0.11900000000000001,-14.093,0.0521,171.946,4,0
3MLKd43jWVQ19tdMGqEqVh,342293,44,0.76,0.111,0.68,0.903,0.0855,-7.266,0.17300000000000001,126.02799999999999,4,0
1aU1wpYBSpP0M6IiihY5Ue,254467,71,0.532,0.435,0.708,0.0236,0.107,-8.121,0.0505,167.977,4,0
3WtXl3O0oT9eM4Izr3lcHx,366940,42,0.775,0.0288,0.8270000000000001,0.0111,0.0924,-7.476,0.307,128.061,4,0
1UabDxiLk78adOCYuQzhpu,285772,49,0.8220000000000001,0.457,0.743,0.892,0.397,-8.211,0.10400000000000001,123.98700000000001,4,0
